ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,PCA1,PCA2
464065,0,1,35,1,5,10.0,2,2.0,3,0.35522624382236423,-1.5009277163871702
462979,1,0,18,0,1,1.0,2,2.0,0,1.8206794335975556,0.04507834487816921
462834,1,1,30,1,6,3.0,2,2.0,3,0.14449726701525506,0.02970236784120273
460764,1,0,86,0,7,1.0,2,1.0,1,0.23409880572607036,0.7059552480747476
466466,0,1,19,0,5,6.0,2,5.0,0,1.6237386215093714,0.95342184049677
460185,1,0,25,0,5,9.0,2,3.0,0,2.384610201247702,0.2529943456121317
459749,1,1,59,1,3,1.0,2,4.0,1,-0.8048977961460623,0.5781491653965221
464406,0,0,39,1,0,0.0,2,1.0,3,0.4815936698304562,-2.06034644802674
467758,0,1,50,1,1,1.0,2,3.0,3,-0.6697112617497127,-0.8302232169608745
462059,1,0,47,1,0,1.0,2,1.0,3,0.14548212394512708,-1.4110591679352695
467905,1,1,43,1,4,0.0,1,3.0,2,-0.9857354242789361,0.6884228016135427
461177,1,1,36,0,4,8.0,0,4.0,2,-0.2714128082395153,1.5532561793952933
460765,1,1,80,0,7,1.0,2,1.0,1,-0.7653207781254968,1.1120581037763004
465386,1,0,36,1,0,0.0,2,2.0,3,0.5305833965378888,-0.9717564739559307
465827,1,0,27,0,0,2.0,2,7.0,0,2.0625722574611047,1.6614157146650383
462332,0,1,37,1,0,1.0,1,2.0,2,-1.058741361160565,-1.1025565237675423
464481,1,1,46,1,4,0.0,1,3.0,2,-1.0725120329746978,0.6949234547451306
461011,1,1,55,0,4,1.0,1,4.0,1,-0.5364358758778324,1.9911848756168573
464749,0,1,47,0,2,9.0,0,4.0,2,-0.5647880022458447,0.46070430592022704
461094,0,0,28,1,5,1.0,2,3.0,0,1.4654836839541558,-0.7094392437034439
462104,1,1,39,0,3,9.0,2,2.0,3,0.5353150339397771,0.04084447136391627
464524,0,1,27,0,8,1.0,2,2.0,0,1.103853981271617,0.7846337459295396
466295,0,1,42,0,2,0.0,2,3.0,0,0.24810079079665423,0.3989360464352682
461787,1,1,72,1,0,0.0,0,2.0,2,-2.8340333059493443,0.06642894500875274
467857,0,1,28,1,2,0.0,2,2.0,3,-0.10183337404356126,-1.0034875967174797
460153,1,0,35,1,3,8.0,2,5.0,0,1.4613227374811348,-0.19244420265274756
465215,1,1,39,1,4,9.0,1,5.0,2,-0.2795351092004612,0.5574263040162905
466746,0,1,69,1,7,0.0,1,2.0,1,-1.455617223801644,0.09034086185859252
464857,1,0,18,0,5,6.0,2,4.0,0,2.5709807067186867,0.8916201778903375
459478,1,1,46,1,0,1.0,2,1.0,3,-0.9985651410660424,-0.994121890347737
460723,0,1,50,1,2,1.0,1,2.0,2,-1.2718431584962677,-0.7806072311037597
459853,1,0,30,0,4,5.0,2,5.0,0,2.2093295591376454,1.233871314665066
459390,0,0,41,0,0,1.0,2,2.0,3,1.2201485805507646,-0.779253217795386
460410,0,0,39,1,0,3.0,2,4.0,3,0.9314406585376493,-1.2428979840115064
463823,0,0,29,0,8,8.0,2,4.0,0,2.726445258007564,0.43818999342081816
462008,0,1,37,1,0,4.0,2,4.0,3,-0.14216675914455287,-0.9234553911962115
459750,0,1,39,1,2,0.0,0,2.0,2,-1.5703388694896925,-0.4385784491474239
459880,0,1,48,1,0,0.0,0,5.0,2,-1.6682948138401898,0.3905755796874635
459261,0,0,32,1,1,0.0,2,3.0,3,0.9824068805708989,-1.1930034973200887
465656,1,1,78,0,7,1.0,2,3.0,1,-0.49060033538428843,1.8433455784888138
465395,0,1,43,0,2,0.0,0,5.0,2,-0.7142799720529047,1.6777975937002703
461631,1,0,29,0,8,8.0,2,5.0,0,2.6886583760192355,1.5332806206232155
464904,0,1,28,0,2,9.0,0,2.0,2,-0.23207218411672317,-0.3160877407134016
461740,1,1,80,1,7,1.0,2,1.0,1,-1.4117777650739156,0.1077814636377486
467092,0,0,28,1,5,7.0,2,4.0,0,1.8230042356751235,-0.9135954243402407
464173,1,1,71,1,0,6.0,0,3.0,2,-2.447587217996457,-0.13989412000523993
464972,1,1,67,0,7,0.0,1,9.0,1,-0.1384879355456111,4.392238090845868
467959,0,0,26,0,2,0.0,2,1.0,0,1.6670128014731047,-0.7904595090315013
467688,0,1,47,1,2,0.0,0,2.0,2,-1.801743159345056,-0.4212433741298563
460043,0,1,43,1,0,2.0,0,2.0,2,-1.7659425659025438,-0.9143463081889579
466590,0,0,27,1,5,0.0,2,4.0,0,1.5613295942277126,-0.24846770595214546
461191,0,1,45,1,8,8.0,2,4.0,1,0.44420689010532804,-0.11231233471786929
465662,1,1,76,0,4,1.0,2,1.0,1,-0.894013893716711,0.6627208726271635
459231,0,1,43,1,0,3.0,0,4.0,2,-1.5075588845281287,-0.2740528651170938
466495,0,1,78,1,7,1.0,1,2.0,1,-1.6744327387918816,0.014515020858314761
459192,1,1,35,1,0,3.0,0,3.0,2,-1.530810846938461,0.06808144360083027
465710,0,0,49,1,0,1.0,2,1.0,3,0.23385261860829853,-2.1340054046498222
460258,0,0,25,1,5,1.0,2,5.0,0,1.769129662927285,0.019681346631873865
462813,1,1,37,0,4,0.0,0,5.0,2,-0.5240181481091303,2.6858560886662746
463595,0,0,32,0,5,1.0,2,5.0,0,2.21310789625226,1.039126177410797
467768,1,1,60,1,1,0.0,0,2.0,2,-2.405461784326667,0.18731623036251868
465291,0,1,45,1,0,5.0,0,3.0,2,-1.5908160199365593,-0.8281853188862381
462996,0,1,49,1,6,9.0,0,3.0,2,-1.0516703994382601,-0.3194895956769146
463497,1,0,32,1,0,0.0,2,5.0,0,0.9715895968816214,0.12300785373564388
465301,0,1,40,1,0,0.0,2,3.0,3,-0.5034352973671873,-0.9034541582179101
464702,1,1,59,0,0,2.0,0,2.0,2,-1.728515725791865,0.8518804874536735
459012,1,1,48,1,0,3.0,2,5.0,2,-0.5396488507810541,0.2907987645503834
465053,1,1,82,1,4,0.0,1,2.0,1,-2.222266022462519,0.4051206705907325
459420,0,1,70,1,7,0.0,2,2.0,1,-0.9093804615860618,-0.17802896347466096
464166,1,0,31,1,0,5.0,2,2.0,3,0.8827826331827274,-1.4592298978171183
458987,0,1,72,1,7,0.0,1,2.0,1,-1.5423938324974056,0.09684151499018084
467745,1,1,50,1,0,3.0,0,4.0,2,-1.8562592052785851,0.46839533099222247
464866,0,0,23,0,2,11.0,2,1.0,3,2.210446832236387,-1.8455659665085469
461081,0,0,20,0,5,2.0,2,6.0,0,2.710163327271037,1.2856063862228568
467896,0,0,22,0,5,4.0,2,3.0,0,2.4100368215852397,-0.00414731101319319
463991,0,0,31,1,2,8.0,2,1.0,3,1.208042622141462,-2.5465241304444053
466620,0,1,36,1,0,7.0,0,2.0,2,-1.355892256793864,-1.4061535008045376
462594,1,1,52,0,3,1.0,0,5.0,2,-0.9978519673305223,2.4761416560490543
462206,0,0,29,1,0,1.0,2,1.0,3,0.8123633432467083,-2.1773430921937416
460697,1,1,40,1,0,4.0,0,4.0,2,-1.5254895318623325,0.3513986868252213
467934,0,0,40,1,0,1.0,2,1.0,3,0.49418244469558303,-2.1535073640445854
460054,1,1,38,1,0,1.0,2,2.0,3,-0.658726166071995,-0.643646343631852
459576,0,1,85,0,7,1.0,2,3.0,1,-0.5468575218807192,1.131233763660241
467910,0,0,21,0,1,1.0,2,3.0,0,1.9885590771674904,-0.3078903857257346
467335,0,1,41,0,2,4.0,0,2.0,2,-0.8156757106169257,0.18872075816535364
460263,1,1,40,1,0,0.0,2,2.0,3,-0.758091549632883,-0.5439847744824184
459340,1,1,53,1,0,1.0,0,3.0,2,-2.1344991213071243,0.2977409631804406
465622,0,1,42,1,0,5.0,2,2.0,3,-0.4621494994844753,-1.7435700131721792
459395,1,1,42,0,4,8.0,2,2.0,3,0.48848920098660037,0.2895628227706631
467539,1,1,48,1,0,1.0,0,4.0,2,-1.8814367550088376,0.6547171630279135
466574,1,1,59,1,0,7.0,2,2.0,3,-1.0170765603600416,-1.1701085740809856
466544,1,1,41,1,4,1.0,0,3.0,2,-1.4615323391655508,0.8592979421745592
463610,0,1,31,1,0,0.0,0,2.0,2,-1.5018647533135925,-0.7496933199252265
465539,0,1,49,1,0,1.0,1,5.0,2,-1.0805437405275597,0.02687795395916764
459823,1,1,67,1,4,1.0,2,2.0,1,-1.1717063694391607,0.006752894827301208
467614,1,1,35,0,0,4.0,0,2.0,2,-0.9512742340316792,0.6092196616108876
459073,0,0,26,1,5,0.0,2,3.0,0,1.4818204453209494,-0.6184452120627943
466065,1,1,19,0,5,9.0,2,3.0,0,1.3851906173961344,0.6590972013136845
464863,0,1,25,0,2,6.0,0,8.0,2,0.38076960211999866,2.1702587377408515
460022,0,1,39,1,5,4.0,2,2.0,3,-0.009561767687601483,-0.9202933765081376
459929,1,1,63,1,3,0.0,2,2.0,1,-1.1789836224481585,-0.053476740166558574
466613,1,0,23,0,5,8.0,2,3.0,0,2.400946962614495,0.3439883772527814
461149,0,0,23,0,5,0.0,2,3.0,0,2.2150540409651294,0.37933077494416884
466068,0,1,53,1,0,2.0,2,1.0,3,-1.0133080164654265,-1.801561505571351
461513,1,0,33,1,1,0.0,2,2.0,3,0.6988250920732819,-0.8313672292074009
464761,0,1,50,0,2,1.0,0,4.0,2,-0.9836790997179846,1.2298273622121472
466236,0,1,69,1,2,0.0,2,2.0,1,-1.287780359552301,-0.9146453372524447
459664,1,0,37,1,0,2.0,2,1.0,3,0.4762517973613792,-1.5280558121022711
461967,0,0,20,0,8,3.0,2,4.0,0,2.779203528609612,0.8953270360012621
460516,0,1,85,0,7,0.0,1,1.0,1,-1.3804035017026373,0.761477030298827
461710,0,1,49,1,1,1.0,0,4.0,2,-1.6826756372741143,0.0764939398162825
462742,1,0,18,0,5,0.0,2,3.0,0,2.2134601549977204,1.0957763585271338
459528,0,1,52,1,1,0.0,0,2.0,2,-2.0278359273442907,-0.5572988501239936
462691,1,1,25,0,1,1.0,0,2.0,2,-0.7050967181639843,1.0204241169041697
462934,1,1,56,0,4,1.0,1,2.0,1,-0.7822307823871207,1.257730516527147
465837,1,0,62,1,0,0.0,2,1.0,3,-0.3299152306307274,-1.2832281018822884
464613,0,0,35,1,0,0.0,2,3.0,3,0.8141651850355054,-1.3333927420686182
467515,1,1,28,1,2,0.0,0,2.0,2,-1.3983795380655797,0.26486582817236526
463429,0,0,28,1,0,7.0,2,3.0,3,1.3072441163382802,-2.0158555354742806
464024,1,0,20,0,5,0.0,2,5.0,0,2.372478452811247,1.8357313707484315
460691,0,0,27,0,6,8.0,2,1.0,0,2.2960621013760907,-0.9633554362941671
461825,0,0,56,0,2,1.0,2,1.0,3,0.8407610256125376,-0.8207807781106639
467271,1,1,45,1,0,4.0,0,4.0,2,-1.6701172130219346,0.36223310871120123
465634,1,0,25,1,5,1.0,2,4.0,0,1.5144734106615885,0.379150730367366
464801,1,0,40,0,8,1.0,2,1.0,0,1.6461385592340443,0.7531684646038502
459429,0,1,25,1,5,1.0,2,2.0,3,0.2708528062681434,-0.6646463566037563
459888,0,1,74,0,7,1.0,1,2.0,1,-0.9122736069157813,1.0101241234880827
463467,0,0,23,0,5,0.0,2,4.0,0,2.3234887261038133,0.7471413966776217
462036,0,1,67,1,7,0.0,1,2.0,1,-1.3977661513378032,0.08600709310420107
461282,1,0,21,0,5,0.0,2,4.0,0,2.2351182314406413,1.4700876333921749
460448,0,0,38,1,0,9.0,2,1.0,3,0.8841480059358023,-2.9204635359593096
464464,1,0,28,0,5,0.0,2,4.0,0,2.0326394778171983,1.4852558240325464
462410,0,0,32,0,5,1.0,2,5.0,0,2.21310789625226,1.039126177410797
467252,0,0,33,1,0,0.0,2,4.0,3,0.9804509426380298,-0.9699158890895574
459756,0,1,56,0,7,1.0,1,4.0,1,-0.17474458446384483,1.706741448165461
463789,0,1,53,1,0,1.0,2,2.0,3,-0.9463876424237898,-1.3384230834428574
466947,1,1,57,0,4,1.0,1,5.0,2,-0.48585226320298974,2.3633292661047016
464150,0,1,59,1,0,0.0,0,3.0,2,-2.2033450826686822,-0.3212099356302867
465693,0,1,25,1,5,1.0,1,4.0,2,-0.08744012190199212,0.34151159657359964
461670,1,1,59,1,0,0.0,0,6.0,2,-2.0242625943796435,1.5095019350390166
466768,0,1,36,1,0,0.0,2,4.0,3,-0.2792984673008216,-0.5443110739932412
461550,1,1,37,1,3,7.0,2,2.0,3,-0.13631950273889495,-0.7771103367389443
462438,1,0,22,0,1,1.0,2,3.0,0,1.813411973808558,0.42155650412040585
460704,1,1,43,1,0,1.0,2,2.0,3,-0.8033538472315976,-0.632811921745872
464884,1,1,41,1,0,1.0,2,2.0,3,-0.7455027747677564,-0.6371456905002638
467050,0,0,21,0,2,0.0,2,5.0,0,2.245379223187442,0.6699485560163304
460738,0,0,49,0,2,1.0,2,3.0,0,1.2601091495133485,-0.10032772528412992
466176,1,0,38,1,1,8.0,2,1.0,3,0.7778772145513745,-1.9509658322152064
459488,1,1,47,0,0,1.0,0,4.0,2,-1.2060542318284995,1.6568269187892688
467773,1,1,70,1,7,1.0,1,3.0,1,-1.4808153309248462,1.0922705730431446
465425,0,0,31,0,2,1.0,2,4.0,0,1.8892034868266008,0.22847897765979538
462318,0,1,82,0,7,0.0,0,2.0,1,-1.7603545063156953,1.3933237086111423
466078,0,1,51,0,4,1.0,2,1.0,1,-0.024653920791686282,-0.11873124227168058
460792,0,0,42,0,6,11.0,2,3.0,0,2.2035913614657927,-0.48121432835444694
460197,1,0,38,1,0,8.0,2,3.0,3,0.9132814979891094,-1.362234486628418
459375,1,1,18,0,4,0.0,1,4.0,0,0.4922946536061781,2.0063379540556476
463862,1,1,50,1,0,6.0,0,3.0,2,-1.840150957126126,-0.18539869192635486
460144,0,0,46,1,1,1.0,2,3.0,3,0.6189636844210593,-1.2579949164343867
462721,0,1,72,0,7,1.0,1,3.0,1,-0.7459878493132561,1.3736009764671435
459637,0,0,33,0,2,1.0,2,4.0,0,1.83135241436276,0.23281274641418742
465809,0,0,25,0,6,1.0,2,7.0,0,2.7139211069927023,1.9064691281174486
466915,0,1,75,0,3,2.0,1,2.0,1,-1.2255451794091818,0.3294036159497668
467343,1,0,72,1,0,1.0,2,1.0,3,-0.5776562818528849,-1.35688705850537
466268,0,1,72,1,0,0.0,0,3.0,2,-2.5793770536836482,-0.2930404387267395
464868,1,1,36,1,3,6.0,2,6.0,0,0.28483046295071307,0.7872930662127124
464038,1,1,40,1,0,1.0,2,2.0,3,-0.7165772385358361,-0.63931257487746
460176,0,0,28,1,3,0.0,2,4.0,0,1.3694738843165284,-0.5400806173351848
462161,0,0,28,1,1,0.0,2,3.0,3,1.0981090254985808,-1.2016710348288728
464841,1,1,19,0,3,0.0,1,3.0,0,0.27346934539594187,1.4938043188192733
464893,1,1,43,1,0,0.0,2,2.0,3,-0.8448681583286449,-0.5374841213508303
464443,0,1,35,1,0,1.0,0,2.0,2,-1.5760525871442272,-0.8363535828114841
467619,1,1,65,1,7,1.0,1,2.0,1,-1.4446223349039273,0.7136255294237122
465974,1,1,52,1,4,7.0,1,4.0,2,-0.8470303875482056,0.4084407799764686
462075,0,0,40,1,0,1.0,2,1.0,3,0.49418244469558303,-2.1535073640445854
459494,0,1,69,0,2,9.0,2,3.0,1,-0.1592598875917732,-0.4005082789358146
466921,0,0,22,0,5,3.0,2,3.0,0,2.3685225104881917,0.09118048938184863
463544,1,1,47,1,4,1.0,0,4.0,2,-1.52665087141839,1.240109870171188
461167,1,1,29,1,8,1.0,1,2.0,1,-0.32183794371515806,0.7825075897247746
467364,1,1,46,1,0,1.0,0,3.0,2,-1.9320203676836807,0.28257277254006885
462408,1,0,32,1,0,1.0,2,2.0,3,0.6877998525626179,-1.0757518118597558
466224,0,0,38,1,5,0.0,2,1.0,3,0.9178446402605364,-1.3280638430033487
465151,1,1,59,1,0,0.0,2,1.0,3,-1.4161114231780563,-0.8706245930491477
467216,0,0,26,1,3,1.0,2,1.0,3,1.1435352124613654,-1.7431740516849767
460586,1,0,26,1,5,1.0,2,2.0,3,1.2686785041523005,-0.35430362872234433
461197,1,0,28,0,8,0.0,2,1.0,0,1.9517306829200427,0.8224936524725404
462776,0,1,53,1,2,1.0,0,3.0,2,-1.8253473805008484,-0.13575924652826882
465058,0,0,43,1,3,1.0,2,1.0,3,0.6518010965187173,-1.7063370172726455
464088,1,0,27,0,1,1.0,2,3.0,0,1.6687842926489544,0.43239092600638596
459471,0,0,32,0,0,1.0,2,8.0,0,2.131086517470151,1.4081085532105673
464695,1,0,26,0,2,0.0,2,4.0,0,1.8460952897621434,1.0402523616378019
462331,0,0,31,0,3,0.0,2,2.0,0,1.712284892291818,-0.26492456753195137
466523,1,1,39,1,4,1.0,1,3.0,2,-0.8285189682542071,0.5844274637097173
465337,0,1,43,0,2,1.0,2,3.0,3,0.26068956566178103,0.3057751304174226
460834,1,1,25,0,1,1.0,2,2.0,3,0.44522787873102165,0.4793506974832694
466824,1,1,40,1,0,3.0,1,3.0,2,-1.1002762296505606,-0.19162084422364017
461607,0,1,40,1,3,7.0,0,2.0,2,-1.2271991412026497,-0.9568162696554011
465091,1,1,63,1,3,1.0,0,3.0,2,-2.1793592231074337,0.760079500592753
459532,0,1,27,1,5,1.0,2,2.0,3,0.21300173380430235,-0.6603125878493644
466999,1,0,27,1,5,1.0,2,3.0,0,1.3481876530590635,0.015673877388304978
466597,0,0,19,0,5,1.0,2,2.0,0,2.263835811851176,-0.09247518469310943
464075,0,1,86,1,7,0.0,1,2.0,1,-1.9473513397442919,0.12717789627092374
463394,1,1,41,1,8,1.0,1,2.0,1,-0.668944378498204,0.8085102022511266
462163,0,1,27,1,0,4.0,0,2.0,2,-1.2201053639977215,-1.1396720590141767
463895,0,1,70,0,1,0.0,0,2.0,2,-1.902038592570441,0.48598170880408503
464767,0,1,53,0,2,8.0,0,4.0,2,-0.7798555307344153,0.5690334125784446
464763,0,1,49,0,2,1.0,0,4.0,2,-0.9547535634860642,1.2276604778349516
460718,1,1,55,0,4,3.0,2,3.0,1,0.013320359625081313,1.162181943382871
461989,0,1,57,1,2,0.0,0,4.0,2,-1.8741291513868932,0.3360467131090094
466374,1,1,83,0,7,1.0,2,1.0,1,-0.8520973868212585,1.1185587569078879
463738,1,1,43,0,4,0.0,1,4.0,2,-0.23084375219183406,2.060510063485547
465967,1,1,36,0,1,6.0,2,3.0,3,0.4430532208038165,0.39435804539067004
462260,1,1,74,1,7,0.0,2,2.0,1,-1.171304173640756,0.5579185795030674
467234,0,0,30,0,6,0.0,2,4.0,0,2.202475059320002,0.9091994851981112
